対象県（富山/石川/福井）,アンケート回答日,居住都道府県,性別,年代,職業,世帯年収,同伴者,宿泊数（全行程）,宿泊エリア（県外）,宿泊エリア（県内）,宿泊数（県内）,１泊目　宿泊先,１泊目　食事プラン,２泊目　宿泊先,２泊目　食事プラン,３泊目　宿泊先,３泊目　食事プラン,４泊目　宿泊先,４泊目　食事プラン,交通手段１（目的地まで）,自家用車,レンタカー,新幹線,在来線,飛行機,旅行会社ツアーバス,県外から訪れていない（福井県在住）,交通手段２（目的地から）,タクシー,路線バス,徒歩,レンタサイクル,交通の満足度,交通の満足度の理由,来県回数（観光）,エリアへの訪問回数,施設への訪問回数,目的,宿でのんびり過ごす,温泉や露天風呂,地元の美味しいものを食べる,花見や紅葉などの自然鑑賞,名所、旧跡の観光,テーマパーク（遊園地、動物園、博物館など）,買い物、アウトレット,お祭りやイベントへの参加・見物,スポーツ観戦や芸能鑑賞（コンサート等）,アウトドア（海水浴、釣り、登山など）,まちあるき、都市散策,各種体験（手作り、果物狩りなど）,スキー・スノボ、マリンスポーツ,その他スポーツ（ゴルフ、テニスなど）,ドライブ・ツーリング,友人・親戚を尋ねる,出張など仕事関係,その他の目的,情報源,Facebook,Google,Googleマップ,Instagram,TikTok,X（旧Twitter）,YouTube,SNS広告,ブログ,まとめサイト,インターネット・アプリ,デジタルニュース,宿泊予約Webサイト,宿泊施設,TV・ラジオ番組やCM,ラブライブのスタンプラリー,新聞・雑誌・ガイドブック,旅行会社,友人・知人,地元の人,観光パンフレット・ポスター,観光案内所,観光展・物産展,観光連盟やDMOのHP,その他,他を検討した？,どこと比較した？（県）,どこと比較した？（観光地）,交通費,飲食費,宿泊費,買い物費,施設orエリア消費総額,観光費,訪問場所,寿司,ます寿司,海の幸食べたか,海の幸感動,満足度（食べ物・料理）,満足度（宿泊施設）,満足度（買い物（工芸品・特産品など））,満足度（観光・体験）,満足度（旅行全体）,満足度（商品・サービス）,満足度理由(サービス),満足度理由,不便に感じたこと・困ったこと,最も幸せを感じた食べ物,最も幸せを感じた観光・体験,おすすめ度,再訪意向,自由意見,回答場所,個人情報保護の方針について,アンケート前に訪れた主な場所（施設やスポット名称、エリアなど）,上記名称リストにない場合について、具体的にお答えください。(前),アンケート後に訪れる予定の場所（施設やスポット名称、エリア）,上記名称リストにない場合について、具体的にお答えください。(後),会員ID,登録エリア,生まれ年,回答時の年齢,UA(UserAgent),回答月,回答エリア2,DMO,推奨項目
福井,2023/04/28 13:43:37,愛知県,女,50代,,分からない/無回答,夫婦2人,1泊,福井県外には宿泊しない,,1泊,,,,,,,,,自家用車,1,0,0,0,0,0,0,自家用車,0,0,0,0,,,,初めて,初めて,温泉や露天風呂地元の美味しいものを食べる名所、旧跡の観光,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,新聞・雑誌・ガイドブックインターネット・アプリ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,"10,000円以上 20,000円未満",,"10,000円以上 20,000円未満",,"1,000円未満","10,000円以上 20,000円未満",,,,,,,,,,4,3,,当時の生活が想像でき、見応えがありました。,,,,10,機会があれば行きたい,,一乗谷朝倉氏遺跡 エリア,,大本山永平寺,,越前大野城,,000000,一乗谷朝倉氏遺跡 エリア,1964,59,,4月,06.一乗谷朝倉氏遺跡 エリア,,アンケート多すぎて、疲れます。
福井,2023/04/28 13:41:18,長野県,女,30代,,400万円以上 500万円未満,夫婦2人,2泊,福井県外には宿泊しない,,2泊,,,,,,,,,自家用車,1,0,0,0,0,0,0,自家用車,0,0,0,0,,,,初めて,初めて,宿でのんびり過ごす温泉や露天風呂地元の美味しいものを食べるアウトドア（海水浴、釣り、登山など）,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Instagram,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,"10,000円以上 20,000円未満",,"50,000円以上 100,000円未満",,"10,000円以上 20,000円未満","20,000円以上 30,000円未満",,,,,,,,,,4,4,,,,,,10,また行きたい（1年以内）,,北潟湖 エリア,,丸岡城,,選択なし/該当施設なし,,000000,web,1986,37,,4月,20.北潟湖 エリア,,
福井,2023/04/28 12:23:03,大阪府,男,50代,,700万円以上 800万円未満,自分ひとり,3泊,福井県外には宿泊しない,,4泊以上,,,,,,,,,自家用車,1,0,0,0,0,0,0,自家用車,0,0,0,0,4,,,2～5回目,2～5回目,地元の美味しいものを食べる名所、旧跡の観光,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,インターネット・アプリ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,"5,000円以上 10,000円未満",,"40,000円以上 50,000円未満",,"5,000円以上 10,000円未満","20,000円以上 30,000円未満",,,,,,,,,,4,4,,,,,,8,また行きたい（1年以内）,,大本山 永平寺 エリア,,一乗谷朝倉氏遺跡,,丸岡城,,000000,web,1970,53,,4月,34.大本山 永平寺 エリア,,
福井,2023/04/28 12:16:52,福島県,男,20代,,700万円以上 800万円未満,自分ひとり,1泊,福井県外には宿泊しない,,2泊,,,,,,,,,自家用車,1,0,0,0,0,0,0,自家用車,0,0,0,0,5,,,2～5回目,2～5回目,温泉や露天風呂花見や紅葉などの自然鑑賞,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,観光連盟やDMOのHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,"20,000円以上 30,000円未満",,"20,000円以上 30,000円未満",,"40,000円以上 50,000円未満","10,000円以上 20,000円未満",,,,,,,,,,5,4,,,,,,9,機会があれば行きたい,,JR九頭竜湖駅 エリア,,選択なし/該当施設なし,,選択なし/該当施設なし,,000000,JR九頭竜湖駅 エリア,1996,27,,4月,23.JR九頭竜湖駅 エリア,,
福井,2023/04/28 07:52:14,岐阜県,男,60代,,100万円未満,夫婦2人,2泊,福井県外には宿泊しない,,2泊,,,,,,,,,自家用車,1,0,0,0,0,0,0,自家用車,0,0,0,0,,,,初めて,初めて,花見や紅葉などの自然鑑賞,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,インターネット・アプリ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,"5,000円以上 10,000円未満",,"40,000円以上 50,000円未満",,"3,000円以上 5,000円未満","20,000円以上 30,000円未満",,,,,,,,,,4,3,,,,,,5,機会があれば行きたい,,うみんぴあ大飯 エリア,,選択なし/該当施設なし,,選択なし/該当施設なし,,000000,うみんぴあ大飯 エリア,1960,63,,4月,84.うみんぴあ大飯 エリア,,
福井,2023/04/28 00:21:27,神奈川県,男,20代,,100万円未満,自分ひとり,1泊,福井県外には宿泊しない,,1泊,,,,,,,,,新幹線在来線,0,0,1,1,0,0,0,徒歩,0,0,1,0,,,,2～5回目,2～5回目,出張など仕事関係,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,インターネット・アプリ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,"20,000円以上 30,000円未満",,"5,000円以上 10,000円未満",,"5,000円以上 10,000円未満","3,000円以上 5,000円未満",,,,,,,,,,4,4,,,,,,10,また行きたい（1年以内）,,福井駅前 エリア（宿泊施設）,,選択なし/該当施設なし,,福井駅,,000000,web,2000,23,,4月,02.福井駅前 エリア（宿泊施設）,,
福井,2023/04/29 22:39:18,福井県,女,50代,,100万円以上 200万円未満,友人,日帰り,福井県外には宿泊しない,,福井県内には宿泊しない,,,,,,,,,県外から訪れていない（福井県在住）,0,0,0,0,0,0,1,自家用車,0,0,0,0,,,,2～5回目,2～5回目,地元の美味しいものを食べる花見や紅葉などの自然鑑賞名所、旧跡の観光まちあるき、都市散策,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Instagram友人・知人,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,使わない,,"10,000円以上 20,000円未満",,"5,000円以上 10,000円未満","5,000円以上 10,000円未満",,,,,,,,,,4,4,,,,,,10,福井県在住,,越前大野城・城下町 エリア,,選択なし/該当施設なし,,選択なし/該当施設なし,,000000,越前大野城・城下町 エリア,1970,53,,4月,21.越前大野城・城下町 エリア,,落ち着いた街並みに綺麗な景色。あと温かい人柄。
福井,2023/04/29 22:38:46,岐阜県,女,60代,,"900万円以上 1,000万円未満",夫婦2人,1泊,京都府,,1泊,,,,,,,,,自家用車,1,0,0,0,0,0,0,自家用車,0,0,0,0,,,,初めて,初めて,地元の美味しいものを食べる名所、旧跡の観光まちあるき、都市散策,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,インターネット・アプリ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,"5,000円以上 10,000円未満",,"20,000円以上 30,000円未満",,"10,000円以上 20,000円未満","10,000円以上 20,000円未満",,,,,,,,,,4,4,,,,,,8,また行きたい（1年以内）,,北陸新幹線 越前たけふ駅 エリア,,一乗谷朝倉氏遺跡,,選択なし/該当施設なし,,000000,北陸新幹線 越前たけふ駅 エリア,1962,61,,4月,38.北陸新幹線 越前たけふ駅 エリア,,
福井,2023/04/29 22:32:50,岐阜県,男,60代,,"1,000万円以上 1,200万円未満",夫婦2人,1泊,京都府,,1泊,,,,,,,,,自家用車,1,0,0,0,0,0,0,自家用車,0,0,0,0,,,,11回目以上,11回目以上,地元の美味しいものを食べる買い物、アウトレット,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,新聞・雑誌・ガイドブック宿泊施設,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,,,,"10,000円以上 20,000円未満",,"10,000円以上 20,000円未満",,"3,000円以上 5,000円未満","10,000円以上 20,000円未満",,,,,,,,,,4,4,,,,,,9,また行きたい（1年以内）,,北陸新幹線 越前たけふ駅 エリア,,大本山永平寺,,氣比神宮,,000000,北陸新幹線 越前たけふ駅 エリア,1960,63,,4月,38.北陸新幹線 越前たけふ駅 エリア,,
福井,2023/04/29 22:28:08,兵庫県,男,40代,,分からない/無回答,小学生以下連れの家族,日帰り,福井県外には宿泊しない,,福井県内には宿泊しない,,,,,,,,,自家用車,1,0,0,0,0,0,0,自家用車,0,0,0,0,,,,初めて,初めて,名所、旧跡の観光,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,インターネット・アプリ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,使わない,,使わない,,"3,000円以上 5,000円未満","3,000円以上 5,000円未満",,,,,,,,,,3,4,,,,,,6,機会があれば行きたい,,道の駅「南えちぜん山海里」 エリア,,レインボーライン,,選択なし/該当施設なし,,000000,レインボーライン エリア,1978,45,,4月,58.道の駅「南えちぜん山海里」 エリア,,
福井,2023/04/29 22:26:12,兵庫県,男,40代,,分からない/無回答,小学生以下連れの家族,日帰り,福井県外には宿泊しない,,福井県内には宿泊しない,,,,,,,,,自家用車,1,0,0,0,0,0,0,自家用車,0,0,0,0,,,,2～5回目,2～5回目,名所、旧跡の観光,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,インターネット・アプリ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,使わない,,使わない,,"1,000円以上 3,000円未満","3,000円以上 5,000円未満",,,,,,,,,,5,5,,,,,,8,機会があれば行きたい,,大本山 永平寺 エリア,,レインボーライン,,選択なし/該当施設なし,,000000,レインボーライン エリア,1978,45,,4月,34.大本山 永平寺 エリア,,
福井,2023/04/29 22:23:17,兵庫県,男,40代,,分からない/無回答,小学生以下連れの家族,日帰り,福井県外には宿泊しない,,福井県内には宿泊しない,,,,,,,,,自家用車,1,0,0,0,0,0,0,自家用車,0,0,0,0,,,,初めて,初めて,名所、旧跡の観光,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,インターネット・アプリ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,使わない,,使わない,,"1,000円以上 3,000円未満","3,000円以上 5,000円未満",,,,,,,,,,4,5,,,,,,10,機会があれば行きたい,,レインボーライン エリア,,選択なし/該当施設なし,,大本山永平寺,,000000,レインボーライン エリア,1978,45,,4月,77.レインボーライン エリア,三方五湖DMO(株),
福井,2023/04/29 22:21:34,大阪府,女,50代,,分からない/無回答,夫婦2人,2泊,福井県外には宿泊しない,,2泊,,,,,,,,,自家用車,1,0,0,0,0,0,0,自家用車,0,0,0,0,,,,2～5回目,2～5回目,友人・親戚を尋ねる,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,その他,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,"5,000円以上 10,000円未満",,使わない,,"1,000円以上 3,000円未満","5,000円以上 10,000円未満",,,,,,,,,,5,5,,とても綺麗でお洒落な建物だと思います,,,,10,また行きたい（1年以内）,,道の駅「南えちぜん山海里」 エリア,,平泉寺白山神社,,選択なし/該当施設なし,,000000,web,1968,55,,4月,58.道の駅「南えちぜん山海里」 エリア,,南えちぜん山海里は絶対おすすめしたい！年代問わず、満足感が得られると思います
福井,2023/04/29 22:09:38,大阪府,女,40代,,600万円以上 700万円未満,その他家族,1泊,福井県外には宿泊しない,,1泊,,,,,,,,,自家用車,1,0,0,0,0,0,0,自家用車,0,0,0,0,,,,2～5回目,2～5回目,地元の美味しいものを食べる,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,インターネット・アプリ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,"3,000円以上 5,000円未満",,"10,000円以上 20,000円未満",,"10,000円以上 20,000円未満","10,000円以上 20,000円未満",,,,,,,,,,5,5,,,,,,10,また行きたい（1年以内）,,うみんぴあ大飯 エリア,,レインボーライン,こども家族館,選択なし/該当施設なし,,000000,レインボーライン エリア,1983,40,,4月,84.うみんぴあ大飯 エリア,,
福井,2023/04/29 22:06:45,大阪府,女,40代,,600万円以上 700万円未満,その他家族,1泊,福井県外には宿泊しない,,1泊,,,,,,,,,自家用車,1,0,0,0,0,0,0,自家用車,0,0,0,0,,,,初めて,初めて,宿でのんびり過ごす地元の美味しいものを食べる,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,インターネット・アプリ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,"3,000円以上 5,000円未満",,"10,000円以上 20,000円未満",,"1,000円以上 3,000円未満","10,000円以上 20,000円未満",,,,,,,,,,5,5,,,,,,8,また行きたい（1年以内）,,レインボーライン エリア,,選択なし/該当施設なし,,道の駅「うみんぴあ大飯」,,000000,レインボーライン エリア,1983,40,,4月,77.レインボーライン エリア,三方五湖DMO(株),
福井,2023/04/29 21:19:26,大阪府,女,60代,,600万円以上 700万円未満,夫婦2人,日帰り,福井県外には宿泊しない,,福井県内には宿泊しない,,,,,,,,,レンタカーその他,0,1,0,0,0,0,0,レンタカー,0,0,0,0,5,,,初めて,初めて,地元の美味しいものを食べる名所、旧跡の観光買い物、アウトレット,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,インターネット・アプリ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,"10,000円以上 20,000円未満",,使わない,,"10,000円以上 20,000円未満","20,000円以上 30,000円未満",,,,,,,,,,4,4,,,,,,5,機会があれば行きたい,,道の駅「恐竜渓谷かつやま」 エリア,,選択なし/該当施設なし,,選択なし/該当施設なし,,000000,道の駅「恐竜渓谷かつやま」 エリア,1963,60,,4月,26.道の駅「恐竜渓谷かつやま」 エリア,勝山市観光まちづくり(株),
福井,2023/04/29 20:17:48,大阪府,女,20代,,"900万円以上 1,000万円未満",親,1泊,福井県外には宿泊しない,,1泊,,,,,,,,,自家用車,1,0,0,0,0,0,0,自家用車,0,0,0,0,,,,初めて,初めて,宿でのんびり過ごす温泉や露天風呂地元の美味しいものを食べる名所、旧跡の観光まちあるき、都市散策各種体験（手作り、果物狩りなど）,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,インターネット・アプリInstagram,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,"10,000円以上 20,000円未満",,"10,000円以上 20,000円未満",,使わない,"3,000円以上 5,000円未満",,,,,,,,,,5,5,,接客が素晴らしかった,,,,7,どちらともいえない,,あわら湯のまち エリア,,東尋坊,,選択なし/該当施設なし,,000000,あわら湯のまち エリア,2001,22,,4月,17.あわら湯のまち エリア,,福寿(旅館)のコスパの良さ、料理、接客、客間の広さ東尋坊の圧巻の景観
